application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1837,1,True,3.29,STEM,Unknown,660.0,5.0,Nonprofit/Gov,0
1838,1,True,3.35,STEM,Unknown,740.0,6.0,PE/VC,0
1839,1,False,3.44,Humanities,Black,650.0,6.0,Consulting,0
1840,1,False,3.1,Humanities,White,630.0,4.0,Investment Banking,0
1841,1,False,3.14,Humanities,Black,590.0,5.0,PE/VC,0
1842,1,False,3.4,Business,White,720.0,6.0,Other,0
1843,0,False,3.12,Humanities,Other,640.0,5.0,Consulting,0
1844,1,False,3.1,Humanities,Hispanic,580.0,5.0,PE/VC,0
1845,0,False,3.28,STEM,Asian,690.0,4.0,Health Care,0
1846,1,False,3.15,STEM,Hispanic,570.0,6.0,Technology,0
1847,0,True,3.08,Humanities,Unknown,570.0,5.0,Consulting,0
1848,1,False,3.1,STEM,White,660.0,5.0,Investment Banking,0
1849,1,False,3.3,Business,White,630.0,6.0,Health Care,0
1850,0,False,3.38,STEM,White,730.0,6.0,Technology,1
1851,1,False,2.96,Humanities,Black,610.0,6.0,Investment Banking,0
1852,1,True,3.11,STEM,Unknown,600.0,6.0,Real Estate,0
1853,1,False,3.01,Humanities,White,670.0,3.0,Other,0
1854,1,True,3.36,Humanities,Unknown,640.0,6.0,Nonprofit/Gov,0
1855,1,False,3.2,STEM,Asian,600.0,6.0,Financial Services,0
1856,1,False,3.39,STEM,Hispanic,670.0,6.0,Other,0
1857,0,False,3.21,Business,Hispanic,570.0,4.0,Nonprofit/Gov,0
1858,1,False,3.65,Humanities,Asian,760.0,4.0,PE/VC,1
1859,1,True,3.27,STEM,Unknown,670.0,6.0,PE/VC,1
1860,1,False,3.31,Business,Hispanic,670.0,4.0,Nonprofit/Gov,0
1861,0,False,3.25,Humanities,White,610.0,5.0,PE/VC,0
1862,1,True,3.18,Humanities,Unknown,580.0,5.0,PE/VC,0
1863,1,False,3.28,Humanities,Hispanic,710.0,5.0,Investment Banking,1
1864,0,True,3.24,Humanities,Unknown,710.0,4.0,Technology,1
1865,1,False,3.29,Business,White,650.0,6.0,PE/VC,0
1866,1,False,3.26,STEM,Other,660.0,6.0,Consulting,1
1867,1,False,3.16,Humanities,Hispanic,710.0,6.0,PE/VC,0
1868,0,False,3.47,STEM,White,710.0,8.0,Financial Services,0
1869,1,False,3.1,Business,Asian,630.0,3.0,Financial Services,0
1870,0,True,3.24,Humanities,Unknown,650.0,5.0,Other,0
1871,1,True,3.01,Humanities,Unknown,630.0,5.0,Media/Entertainment,0
1872,1,False,3.08,Business,White,660.0,6.0,Financial Services,0
1873,0,False,3.42,Business,Asian,670.0,6.0,Technology,1
1874,1,False,3.35,Humanities,Hispanic,670.0,6.0,PE/VC,0
1875,0,False,3.13,Business,Hispanic,640.0,6.0,PE/VC,0
1876,1,False,3.11,Business,Asian,600.0,6.0,Other,0
1877,0,True,3.13,Business,Unknown,650.0,6.0,Other,0
1878,1,False,3.1,Business,Asian,630.0,5.0,Investment Banking,0
1879,1,False,3.24,Business,Asian,680.0,5.0,Consulting,0
1880,0,False,3.21,Humanities,White,640.0,5.0,Real Estate,0
1881,1,False,3.29,Humanities,Hispanic,700.0,6.0,Consulting,0
1882,0,False,3.22,Business,Other,650.0,5.0,Nonprofit/Gov,0
1883,1,False,3.18,Humanities,Black,630.0,5.0,Health Care,0
1884,0,True,3.27,STEM,Unknown,610.0,4.0,PE/VC,0
1885,1,False,3.29,STEM,Hispanic,670.0,5.0,Other,0
1886,1,True,3.19,Humanities,Unknown,680.0,5.0,Technology,0
1887,0,True,3.38,Humanities,Unknown,700.0,4.0,Media/Entertainment,0
1888,0,False,3.19,Business,Asian,600.0,3.0,Consulting,0
1889,1,True,3.36,Humanities,Unknown,750.0,6.0,Consulting,0
1890,0,False,3.3,STEM,Hispanic,620.0,6.0,Consulting,0
1891,1,True,3.15,STEM,Unknown,590.0,6.0,Consulting,0
1892,1,False,3.5,Humanities,Black,700.0,5.0,Other,1
1893,0,False,3.37,Humanities,Black,680.0,7.0,Financial Services,1
1894,0,True,3.16,STEM,Unknown,670.0,4.0,Health Care,0
1895,1,True,3.33,Business,Unknown,680.0,4.0,Financial Services,1
1896,1,False,3.35,Humanities,Black,660.0,4.0,Technology,0
1897,1,True,3.42,STEM,Unknown,730.0,7.0,PE/VC,0
1898,0,False,3.39,Humanities,White,780.0,4.0,Other,1
1899,0,False,3.11,STEM,Asian,580.0,6.0,Consulting,0
1900,1,False,3.39,Humanities,White,660.0,6.0,Health Care,1
1901,0,False,3.25,STEM,White,660.0,5.0,Technology,0
1902,0,False,3.4,Humanities,Hispanic,660.0,5.0,Consulting,1
1903,1,False,3.27,Business,Other,610.0,4.0,Consulting,0
1904,1,True,3.31,STEM,Unknown,650.0,6.0,Investment Management,0
1905,1,False,3.45,Humanities,Black,630.0,6.0,Technology,0
1906,1,False,3.12,Humanities,White,670.0,4.0,PE/VC,0
1907,0,True,3.2,Humanities,Unknown,650.0,6.0,PE/VC,0
1908,1,True,3.29,STEM,Unknown,640.0,6.0,PE/VC,0
1909,1,True,3.37,STEM,Unknown,640.0,5.0,Consulting,0
1910,0,False,3.26,STEM,Hispanic,580.0,5.0,Technology,0
1911,1,True,3.34,Business,Unknown,720.0,4.0,Consulting,0
1912,1,True,3.65,STEM,Unknown,730.0,5.0,Consulting,1
1913,0,True,3.34,Business,Unknown,720.0,5.0,Nonprofit/Gov,0
1914,1,False,3.43,STEM,Black,680.0,3.0,PE/VC,0
1915,1,False,3.24,Business,White,640.0,4.0,Nonprofit/Gov,0
1916,1,True,3.34,STEM,Unknown,610.0,6.0,Nonprofit/Gov,0
1917,1,True,3.34,Humanities,Unknown,760.0,4.0,Nonprofit/Gov,0
1918,1,False,3.43,Business,White,650.0,4.0,CPG,0
1919,1,False,3.17,Business,Black,630.0,5.0,Consulting,0
1920,0,False,3.55,STEM,White,680.0,5.0,Consulting,0
1921,0,False,3.31,STEM,White,690.0,6.0,Nonprofit/Gov,0
1922,0,True,3.67,STEM,Unknown,680.0,5.0,PE/VC,0
1923,1,True,3.1,Business,Unknown,710.0,7.0,PE/VC,0
1924,1,False,3.23,Business,Other,680.0,5.0,Nonprofit/Gov,1
1925,1,True,3.1,Humanities,Unknown,710.0,4.0,Health Care,0
1926,1,False,3.02,STEM,White,610.0,6.0,PE/VC,0
1927,1,True,3.2,Business,Unknown,650.0,7.0,Real Estate,0
1928,1,True,3.16,Business,Unknown,680.0,3.0,Consulting,0
1929,0,False,2.99,Business,Black,570.0,5.0,Consulting,0
1930,1,False,3.28,STEM,White,600.0,5.0,Consulting,0
1931,0,False,3.06,STEM,White,610.0,5.0,Nonprofit/Gov,0
1932,1,False,3.21,STEM,White,620.0,6.0,Investment Management,0
1933,1,False,3.27,Business,Asian,640.0,5.0,Consulting,0
1934,1,True,3.2,STEM,Unknown,570.0,5.0,Nonprofit/Gov,0
1935,1,True,3.17,STEM,Unknown,590.0,6.0,Consulting,0
1936,1,True,3.17,Business,Unknown,570.0,5.0,Real Estate,0
1937,1,False,3.26,Business,Asian,690.0,4.0,Technology,1
1938,0,False,3.5,STEM,Black,700.0,5.0,Consulting,0
1939,1,False,3.19,STEM,White,610.0,6.0,Consulting,0
1940,1,True,3.21,STEM,Unknown,630.0,5.0,Investment Banking,0
1941,0,True,3.1,Business,Unknown,590.0,5.0,Investment Banking,0
1942,1,False,3.07,Business,White,650.0,3.0,Consulting,0
1943,1,True,3.18,Business,Unknown,580.0,5.0,Investment Banking,0
1944,0,False,3.32,STEM,White,720.0,2.0,Media/Entertainment,1
1945,0,False,3.5,Humanities,White,690.0,6.0,PE/VC,0
1946,1,True,3.42,STEM,Unknown,680.0,5.0,Financial Services,0
1947,1,False,3.21,Business,Black,620.0,6.0,Investment Banking,0
1948,1,True,3.28,Humanities,Unknown,680.0,5.0,Nonprofit/Gov,0
1949,1,False,3.11,Humanities,Asian,630.0,3.0,Investment Banking,0
1950,1,True,3.41,Humanities,Unknown,710.0,5.0,Technology,0
1951,1,True,3.23,STEM,Unknown,570.0,6.0,Technology,0
1952,0,False,3.52,STEM,White,630.0,5.0,Investment Banking,0
1953,0,False,3.33,Humanities,White,660.0,6.0,Consulting,0
1954,1,False,3.22,STEM,White,650.0,6.0,PE/VC,0
1955,1,False,3.17,Humanities,Black,570.0,5.0,Nonprofit/Gov,0
1956,0,False,3.2,Business,White,570.0,5.0,Technology,0
1957,1,False,3.25,Humanities,White,660.0,5.0,Financial Services,1
1958,1,True,3.32,Humanities,Unknown,700.0,6.0,Investment Banking,0
1959,0,False,3.29,Business,White,640.0,5.0,Real Estate,0
1960,0,False,3.16,Humanities,Asian,630.0,3.0,Technology,0
1961,1,True,3.17,Humanities,Unknown,650.0,3.0,Consulting,0
1962,0,False,3.23,Humanities,White,660.0,5.0,PE/VC,0
1963,0,True,3.16,Humanities,Unknown,610.0,6.0,Technology,0
1964,0,False,3.12,Business,Black,600.0,6.0,Nonprofit/Gov,0
1965,1,False,3.33,Humanities,Asian,670.0,5.0,Financial Services,1
1966,1,False,3.35,STEM,White,680.0,3.0,CPG,0
1967,1,False,3.29,Business,Black,680.0,7.0,Nonprofit/Gov,0
1968,0,False,3.16,Humanities,White,680.0,4.0,Consulting,0
1969,1,False,3.2,Humanities,Hispanic,570.0,5.0,Nonprofit/Gov,0
1970,1,False,3.4,Humanities,White,730.0,4.0,Consulting,0
1971,1,False,3.25,Business,Asian,660.0,5.0,Financial Services,0
1972,1,False,3.42,STEM,White,730.0,6.0,Consulting,1
1973,0,False,3.31,Humanities,White,760.0,6.0,Consulting,1
1974,0,False,2.95,STEM,White,570.0,5.0,Health Care,0
1975,1,False,3.23,Business,White,620.0,5.0,PE/VC,0
1976,0,True,3.22,STEM,Unknown,620.0,6.0,Health Care,0
1977,1,True,3.2,Business,Unknown,640.0,4.0,Other,0
1978,1,False,3.15,STEM,White,590.0,6.0,Consulting,0
1979,0,True,3.07,Business,Unknown,660.0,4.0,Consulting,0
1980,1,False,3.2,STEM,Asian,570.0,6.0,Health Care,0
1981,1,True,3.29,Business,Unknown,620.0,6.0,PE/VC,0
1982,1,False,3.1,STEM,Black,690.0,3.0,PE/VC,0
1983,1,False,3.43,Humanities,White,730.0,5.0,Other,0
1984,1,False,3.33,STEM,White,690.0,7.0,CPG,1
1985,1,False,3.19,Humanities,Black,670.0,5.0,PE/VC,0
1986,1,False,3.25,Humanities,Asian,580.0,7.0,Consulting,0
1987,0,True,3.33,Humanities,Unknown,690.0,4.0,Financial Services,1
1988,0,True,3.2,Business,Unknown,640.0,6.0,Energy,0
1989,0,False,3.43,Humanities,White,720.0,7.0,Consulting,1
1990,1,False,3.23,STEM,Asian,680.0,5.0,PE/VC,0
1991,1,False,3.36,Business,Black,680.0,5.0,Consulting,1
1992,1,False,3.42,STEM,Asian,640.0,6.0,Investment Banking,0
1993,0,True,3.27,STEM,Unknown,630.0,5.0,Consulting,0
1994,1,True,3.2,Humanities,Unknown,640.0,4.0,PE/VC,0
1995,1,False,3.51,Humanities,Hispanic,720.0,6.0,Investment Management,0
1996,0,True,3.2,STEM,Unknown,650.0,6.0,PE/VC,0
1997,1,False,3.59,STEM,White,700.0,6.0,Other,1
1998,1,True,3.39,Humanities,Unknown,720.0,5.0,Technology,0
1999,1,False,3.19,STEM,Asian,740.0,5.0,Financial Services,0
2000,0,False,3.06,Business,Black,620.0,5.0,Investment Banking,0
2001,0,False,3.24,STEM,White,630.0,6.0,Investment Management,0
2002,1,True,3.13,Humanities,Unknown,700.0,5.0,Technology,0
2003,1,False,3.23,Business,White,570.0,5.0,Investment Banking,0
2004,0,False,3.29,Humanities,White,640.0,5.0,Consulting,0
2005,0,False,3.27,Business,White,660.0,4.0,Health Care,1
2006,1,False,3.18,STEM,White,620.0,7.0,Consulting,0
2007,1,True,3.25,Business,Unknown,730.0,6.0,Financial Services,1
2008,0,False,3.27,Humanities,Other,640.0,5.0,Technology,0
2009,1,True,2.97,STEM,Unknown,670.0,5.0,PE/VC,0
2010,1,False,3.28,Humanities,Asian,690.0,5.0,Financial Services,0
2011,1,False,3.22,STEM,White,670.0,4.0,Other,1
2012,1,True,3.25,Humanities,Unknown,620.0,6.0,Consulting,0
2013,1,False,3.07,Business,White,680.0,4.0,Nonprofit/Gov,0
2014,1,False,3.55,Humanities,Black,690.0,5.0,Health Care,0
2015,1,False,3.25,STEM,White,650.0,6.0,Technology,0
2016,0,False,3.33,Humanities,White,650.0,5.0,Other,0
2017,1,False,3.05,STEM,Hispanic,630.0,5.0,Media/Entertainment,0
2018,1,False,3.44,Business,Black,690.0,6.0,Technology,0
2019,1,True,3.41,Business,Unknown,680.0,6.0,Financial Services,0
2020,0,False,3.47,Business,Asian,660.0,6.0,Consulting,0
2021,0,False,2.91,Humanities,White,610.0,6.0,Technology,0
2022,0,False,3.0,Humanities,Asian,600.0,5.0,PE/VC,0
2023,0,True,3.12,Humanities,Unknown,610.0,5.0,Consulting,0
2024,1,False,3.26,STEM,White,700.0,6.0,Health Care,0
2025,1,True,3.08,STEM,Unknown,670.0,4.0,Nonprofit/Gov,0
2026,0,True,3.12,STEM,Unknown,700.0,4.0,Health Care,0
2027,0,False,3.42,Business,Black,730.0,4.0,CPG,1
2028,1,False,3.28,STEM,White,680.0,6.0,Consulting,0
2029,1,True,3.23,Business,Unknown,700.0,4.0,Consulting,0
2030,1,True,3.32,STEM,Unknown,700.0,4.0,Technology,0
2031,0,False,3.02,Business,Asian,620.0,5.0,Consulting,0
2032,1,False,3.5,Humanities,Hispanic,730.0,4.0,Financial Services,0
2033,0,False,3.32,Humanities,White,650.0,4.0,Other,0
2034,1,True,3.15,Humanities,Unknown,570.0,4.0,Technology,0
2035,1,False,3.19,Business,White,660.0,5.0,Technology,0
2036,1,False,3.26,Business,Black,660.0,5.0,Technology,1
2037,1,False,3.23,Business,Hispanic,640.0,4.0,PE/VC,0
2038,0,False,3.38,STEM,White,660.0,5.0,Financial Services,1
2039,0,False,3.35,STEM,Black,600.0,5.0,Nonprofit/Gov,0
2040,1,False,3.01,Humanities,White,660.0,4.0,PE/VC,0
2041,0,True,3.04,Business,Unknown,630.0,5.0,Consulting,0
2042,1,False,3.15,Business,White,670.0,7.0,Consulting,0
2043,1,False,3.19,STEM,White,650.0,6.0,Other,0
2044,1,True,3.16,Humanities,Unknown,570.0,4.0,Consulting,0
2045,1,True,3.1,STEM,Unknown,670.0,5.0,Technology,0
2046,0,False,3.01,STEM,Black,570.0,6.0,Consulting,0
2047,1,False,3.39,Humanities,Asian,640.0,5.0,Financial Services,0
2048,1,False,3.2,STEM,Black,710.0,5.0,Real Estate,0
2049,0,True,3.01,Business,Unknown,680.0,5.0,Investment Banking,0
2050,0,False,3.28,Business,Black,730.0,4.0,PE/VC,1
2051,1,False,3.32,Business,Hispanic,670.0,5.0,Real Estate,1
2052,1,False,3.24,Business,White,570.0,6.0,Consulting,0
2053,0,True,3.27,Humanities,Unknown,650.0,4.0,Consulting,0
2054,0,False,3.41,Business,White,690.0,4.0,Consulting,1
2055,0,True,3.35,Business,Unknown,750.0,7.0,Real Estate,1
2056,1,False,3.27,Humanities,Black,650.0,4.0,Consulting,0
2057,1,True,3.43,Business,Unknown,700.0,5.0,Technology,1
2058,0,False,3.08,STEM,Hispanic,620.0,5.0,Nonprofit/Gov,0
2059,1,True,3.25,Humanities,Unknown,570.0,5.0,Financial Services,0
2060,1,True,3.15,Humanities,Unknown,620.0,5.0,Nonprofit/Gov,0
2061,1,True,3.15,Business,Unknown,650.0,5.0,Investment Banking,0
2062,0,True,3.19,Humanities,Unknown,640.0,7.0,Consulting,0
2063,1,True,3.2,STEM,Unknown,610.0,4.0,Consulting,0
2064,0,False,3.21,Business,Asian,660.0,5.0,Financial Services,1
2065,1,True,3.18,Business,Unknown,640.0,6.0,Consulting,0
2066,1,False,2.99,Humanities,Other,570.0,3.0,Other,0
2067,1,False,3.27,STEM,Black,630.0,7.0,Investment Banking,0
2068,0,False,3.33,Humanities,Asian,610.0,4.0,PE/VC,0
2069,1,False,3.31,Humanities,Asian,610.0,5.0,Consulting,0
2070,1,True,3.1,Business,Unknown,640.0,3.0,Other,0
2071,0,False,3.3,Humanities,White,580.0,5.0,Other,0
2072,1,False,3.26,Business,White,720.0,5.0,Technology,0
2073,0,False,3.14,STEM,White,570.0,7.0,PE/VC,0
2074,1,True,2.84,STEM,Unknown,640.0,7.0,Investment Banking,0
2075,1,False,3.44,Humanities,Asian,670.0,6.0,Consulting,1
2076,1,False,3.27,STEM,Asian,680.0,6.0,Consulting,1
2077,1,True,3.25,Business,Unknown,670.0,4.0,PE/VC,0
2078,1,True,3.13,Humanities,Unknown,640.0,4.0,Consulting,0
2079,1,False,3.11,Business,Black,620.0,6.0,Other,0
2080,1,True,3.34,Humanities,Unknown,640.0,5.0,Consulting,0
2081,0,True,3.32,STEM,Unknown,640.0,4.0,Consulting,0
2082,1,True,3.32,Humanities,Unknown,680.0,6.0,Technology,0
2083,0,False,3.06,Humanities,White,710.0,5.0,Investment Management,0
2084,0,False,3.04,Humanities,Asian,660.0,6.0,CPG,0
2085,1,False,3.28,STEM,Asian,680.0,7.0,Nonprofit/Gov,1
2086,0,False,2.86,STEM,White,570.0,5.0,Other,0
2087,1,False,3.1,Business,Hispanic,660.0,4.0,Other,0
2088,0,False,3.32,STEM,Asian,650.0,6.0,Consulting,0
2089,0,False,3.18,STEM,White,660.0,4.0,Nonprofit/Gov,0
2090,1,False,3.26,STEM,Asian,600.0,7.0,Consulting,0
2091,1,False,3.4,Humanities,Asian,660.0,6.0,Technology,0
2092,0,False,3.09,Humanities,Black,720.0,6.0,Other,0
2093,0,False,3.14,Humanities,Hispanic,660.0,6.0,Nonprofit/Gov,0
2094,0,True,3.19,Humanities,Unknown,600.0,5.0,Other,0
2095,0,False,3.3,STEM,Other,730.0,4.0,Investment Banking,0
2096,0,False,3.16,Business,White,620.0,5.0,Consulting,0
2097,0,False,3.13,Humanities,White,620.0,5.0,PE/VC,0
2098,0,False,3.14,STEM,Hispanic,660.0,6.0,Investment Banking,0
2099,1,True,3.06,Business,Unknown,570.0,4.0,Consulting,0
2100,1,False,3.03,STEM,White,610.0,4.0,Technology,0
2101,1,False,3.26,Humanities,Black,630.0,5.0,PE/VC,0
2102,1,True,3.29,Humanities,Unknown,640.0,5.0,Nonprofit/Gov,0
2103,0,False,3.29,Humanities,Asian,570.0,4.0,Consulting,0
2104,1,False,3.27,Business,Asian,670.0,6.0,CPG,1
2105,0,False,3.24,Humanities,Black,670.0,6.0,Technology,0
2106,1,False,3.17,Humanities,Asian,650.0,6.0,Consulting,0
2107,0,False,3.37,Humanities,Black,670.0,4.0,Technology,1
2108,1,False,3.31,STEM,White,680.0,7.0,Technology,1
2109,0,False,3.24,STEM,Asian,670.0,5.0,Other,1
2110,1,True,3.33,Business,Unknown,710.0,5.0,PE/VC,0
2111,1,True,2.98,Business,Unknown,590.0,4.0,Technology,0
2112,1,True,3.13,Humanities,Unknown,570.0,5.0,PE/VC,0
2113,1,False,3.03,STEM,White,570.0,4.0,Consulting,0
2114,1,True,3.22,Business,Unknown,570.0,6.0,PE/VC,0
2115,0,False,3.19,Business,White,620.0,4.0,Technology,0
2116,1,False,3.17,STEM,Asian,570.0,5.0,Nonprofit/Gov,0
2117,0,True,3.22,STEM,Unknown,720.0,7.0,Nonprofit/Gov,1
2118,1,False,3.36,STEM,Hispanic,570.0,7.0,Real Estate,0
2119,0,True,3.41,Business,Unknown,730.0,5.0,PE/VC,1
2120,1,True,3.3,Humanities,Unknown,680.0,5.0,CPG,1
2121,0,False,3.14,STEM,Black,650.0,5.0,Technology,0
2122,1,True,3.24,STEM,Unknown,680.0,5.0,Other,1
2123,1,False,3.37,STEM,Hispanic,600.0,5.0,Investment Management,0
2124,1,True,3.1,STEM,Unknown,610.0,5.0,Real Estate,0
2125,0,False,3.3,STEM,Hispanic,700.0,6.0,Retail,1
2126,1,False,3.42,Humanities,Other,640.0,5.0,Technology,0
2127,0,False,3.34,Business,Hispanic,690.0,3.0,Technology,0
2128,1,False,3.35,Humanities,Black,720.0,5.0,Consulting,0
2129,1,False,3.26,Business,Other,620.0,5.0,Nonprofit/Gov,0
2130,1,True,3.18,Business,Unknown,640.0,5.0,Financial Services,0
2131,0,False,3.15,Humanities,White,570.0,4.0,PE/VC,0
2132,1,True,2.99,Business,Unknown,630.0,4.0,Health Care,0
2133,1,True,3.19,STEM,Unknown,580.0,5.0,Consulting,0
2134,1,True,3.32,Humanities,Unknown,700.0,6.0,PE/VC,0
2135,1,True,3.21,Business,Unknown,670.0,5.0,Consulting,0
2136,0,False,3.06,Business,White,580.0,4.0,Consulting,0
2137,1,False,3.53,Humanities,White,740.0,5.0,PE/VC,1
2138,1,False,3.2,Humanities,White,670.0,4.0,PE/VC,0
2139,1,False,3.02,Humanities,White,610.0,6.0,Technology,0
2140,1,True,3.03,Business,Unknown,630.0,5.0,PE/VC,0
2141,1,True,3.46,Humanities,Unknown,650.0,4.0,Nonprofit/Gov,0
2142,1,True,3.13,STEM,Unknown,680.0,6.0,Consulting,0
2143,1,True,3.31,STEM,Unknown,650.0,5.0,Nonprofit/Gov,0
2144,0,False,3.19,Humanities,Asian,620.0,6.0,Consulting,0
2145,1,False,3.36,Humanities,White,680.0,6.0,Health Care,0
2146,0,False,3.24,Business,Black,700.0,5.0,Health Care,0
2147,1,True,3.28,STEM,Unknown,740.0,6.0,Investment Banking,0
2148,1,True,3.4,STEM,Unknown,690.0,4.0,PE/VC,1
2149,1,False,3.15,Business,White,600.0,5.0,Financial Services,0
2150,0,True,3.06,Business,Unknown,660.0,4.0,Investment Banking,0
2151,0,False,3.18,Humanities,Asian,610.0,4.0,Real Estate,0
2152,0,False,3.18,Business,Asian,580.0,5.0,Investment Banking,0
2153,1,False,3.02,Humanities,Asian,590.0,6.0,PE/VC,0
2154,1,False,3.17,Humanities,Black,710.0,4.0,Consulting,0
2155,1,False,3.11,STEM,Asian,610.0,5.0,Investment Banking,0
2156,1,True,3.08,Humanities,Unknown,620.0,6.0,Consulting,0
2157,1,False,3.42,Humanities,Black,720.0,5.0,PE/VC,0
2158,1,False,3.29,STEM,White,610.0,7.0,Consulting,0
2159,1,False,3.33,Humanities,White,680.0,7.0,Consulting,0
2160,1,False,3.43,Business,White,650.0,5.0,Consulting,0
2161,1,True,3.19,Business,Unknown,730.0,6.0,Consulting,0
2162,1,False,3.48,Business,Hispanic,660.0,4.0,Real Estate,1
2163,0,False,3.36,Humanities,Black,680.0,5.0,Consulting,0
2164,1,True,3.46,Business,Unknown,620.0,6.0,Media/Entertainment,0
2165,0,False,3.27,Humanities,White,650.0,7.0,Consulting,0
2166,0,True,3.36,Humanities,Unknown,720.0,6.0,Consulting,1
2167,0,True,3.45,Business,Unknown,700.0,4.0,PE/VC,0
2168,0,True,3.15,Business,Unknown,640.0,6.0,Other,0
2169,1,True,2.87,STEM,Unknown,610.0,4.0,Nonprofit/Gov,0
2170,0,True,3.08,STEM,Unknown,660.0,4.0,Consulting,0
2171,1,False,3.02,Business,Black,630.0,5.0,Consulting,0
2172,0,False,2.94,Business,White,590.0,6.0,Nonprofit/Gov,0
2173,1,True,3.32,Business,Unknown,660.0,5.0,Nonprofit/Gov,1
2174,0,False,2.86,Business,Hispanic,610.0,3.0,Investment Banking,0
2175,0,False,3.3,Humanities,Hispanic,700.0,5.0,Consulting,0
2176,1,False,3.55,STEM,White,720.0,4.0,Investment Banking,0
2177,1,False,3.14,Humanities,Black,620.0,5.0,Investment Banking,0
2178,0,False,3.16,Business,Asian,660.0,4.0,Investment Banking,0
2179,0,False,2.98,STEM,Black,650.0,6.0,Consulting,0
2180,1,True,3.12,STEM,Unknown,660.0,5.0,PE/VC,0
2181,1,False,3.23,STEM,White,710.0,5.0,Consulting,0
2182,1,False,3.32,Humanities,White,670.0,6.0,Consulting,0
2183,1,False,3.19,Humanities,Black,630.0,5.0,Nonprofit/Gov,0
2184,0,False,3.13,Humanities,Asian,660.0,4.0,Consulting,0
2185,1,False,3.26,Humanities,Hispanic,680.0,5.0,Consulting,0
2186,1,False,3.41,Humanities,Hispanic,730.0,5.0,Investment Banking,0
2187,0,True,3.22,Humanities,Unknown,600.0,5.0,Consulting,0
2188,1,False,3.16,Business,Hispanic,600.0,5.0,Health Care,0
2189,0,False,3.31,STEM,Hispanic,670.0,5.0,Nonprofit/Gov,0
2190,1,False,3.11,Humanities,Black,680.0,4.0,Nonprofit/Gov,0
2191,0,True,2.93,Humanities,Unknown,630.0,5.0,Financial Services,0
2192,1,True,3.28,STEM,Unknown,680.0,6.0,Nonprofit/Gov,0
2193,0,False,3.23,Humanities,White,650.0,6.0,Investment Banking,0
2194,0,False,3.06,Humanities,Black,600.0,6.0,Other,0
2195,0,False,3.21,Business,Asian,700.0,6.0,Consulting,0
2196,0,False,3.38,STEM,White,680.0,7.0,Financial Services,0
2197,1,False,2.84,Business,Asian,590.0,5.0,PE/VC,0
2198,1,True,3.42,Humanities,Unknown,690.0,5.0,Health Care,1
2199,1,False,3.21,Humanities,Asian,620.0,5.0,Consulting,0
2200,1,False,3.29,Humanities,Black,690.0,5.0,Consulting,0
2201,1,False,3.29,Humanities,Other,610.0,4.0,PE/VC,0
2202,1,True,3.18,Humanities,Unknown,640.0,3.0,Consulting,0
2203,1,False,3.17,Business,Asian,700.0,2.0,Financial Services,0
2204,1,False,3.47,Business,Asian,670.0,5.0,Nonprofit/Gov,1
2205,1,False,3.46,Humanities,White,690.0,5.0,Nonprofit/Gov,0
2206,1,False,3.04,Business,Asian,640.0,6.0,Consulting,0
2207,1,False,3.3,STEM,White,720.0,6.0,Nonprofit/Gov,1
2208,1,True,3.27,Business,Unknown,610.0,5.0,Consulting,0
2209,1,False,3.11,STEM,White,570.0,5.0,PE/VC,0
2210,1,False,3.37,Humanities,White,710.0,4.0,CPG,0
2211,1,False,3.0,Humanities,Asian,610.0,4.0,Investment Banking,0
2212,1,True,3.39,STEM,Unknown,670.0,4.0,Technology,0
2213,0,False,3.24,STEM,Black,640.0,5.0,Investment Banking,0
2214,1,False,3.08,Business,White,670.0,8.0,Nonprofit/Gov,0
2215,0,False,3.2,STEM,Black,620.0,5.0,Investment Banking,0
2216,0,False,3.2,Humanities,Hispanic,630.0,6.0,Consulting,0
2217,1,False,3.25,STEM,White,600.0,5.0,Investment Banking,0
2218,0,False,3.31,Humanities,Asian,630.0,4.0,Technology,0
2219,1,False,3.35,Humanities,White,740.0,5.0,Nonprofit/Gov,1
2220,1,False,3.26,Humanities,Asian,610.0,4.0,Technology,0
2221,0,False,3.46,Business,Black,780.0,6.0,Nonprofit/Gov,0
2222,1,False,3.26,STEM,Asian,630.0,7.0,Other,0
2223,1,True,3.37,Business,Unknown,690.0,5.0,Consulting,0
2224,1,True,3.44,STEM,Unknown,670.0,4.0,Financial Services,0
2225,1,False,3.28,Business,Black,610.0,6.0,PE/VC,0
2226,1,False,3.25,STEM,Other,590.0,4.0,CPG,0
2227,0,True,3.22,Business,Unknown,660.0,4.0,Nonprofit/Gov,1
2228,1,False,3.45,Humanities,White,670.0,4.0,Investment Banking,1
2229,1,False,3.61,Business,White,680.0,4.0,PE/VC,1
2230,1,False,3.23,Humanities,Asian,650.0,4.0,Health Care,0
2231,1,False,3.62,Humanities,White,720.0,6.0,Consulting,1
2232,1,True,3.24,Business,Unknown,640.0,3.0,Technology,0
2233,0,False,3.15,STEM,Black,630.0,5.0,Other,0
2234,0,False,3.19,STEM,Asian,590.0,7.0,Other,0
2235,1,False,3.13,Humanities,White,580.0,6.0,Financial Services,0
2236,0,False,3.04,Business,White,630.0,3.0,Retail,0
2237,0,False,3.43,Business,Black,630.0,6.0,PE/VC,0
